,UserStory,Label
563,we have flexibility on what to charge in the future,Soft-goal
564,i can use the data in other tools,Capability
565,"i want to add the gtas window data to the database ,",Capability
566,i want to have ppopzip+4 work the same as the legal entity zip validations,Capability
567,i know when the submission starts and ends,Capability
568,i can offer functionality based on dataset publisher privileges,Task
569,"i want to apply a hold ,",Capability
570,"i want to be able to select different types of recyclable waste , so i have and get a list of facilities that accept each type and their opening hours ,",Capability
571,i want to see updated financial assistance data daily,Capability
572,"i want to have consistent use of colour on map visualisations ,",Soft-goal
573,"i want to track the completion of required plan reviews ,",Capability
574,"i want to have all data encrypted ,",Capability
575,i can get more granular views on the data,Capability
576,"i want to research requirements and to select a service ,",Task
577,i can work on a dataset before having it discoverable via openspending user interfaces,Capability
578,i know when the status of the submission has changed,Hard-goal
579,i want to have personalized financial data,Capability
580,"i want to assign a hearing date ,",Task
581,"i want to be able to import data in json ,",Capability
582,"i want to contact the administrators ,",Capability
583,"i want to be able to reference a remote - controlled vocabulary for my dataset ,",Capability
584,"i want to have access to user stats and schedules ,",Capability
585,i want to ensure that attempts to correct or delete non - existent records don't create new published data,Capability
586,"i want to assign inspections ,",Capability
587,"i want to view the profiles of other members ,",Capability
588,"i want to get quick notifications ,",Capability
589,"i want to include additional details about me in my profile page ,",Capability
590,i can validate my data upon ingest to the service,Capability
591,site visitors can decide if they want to read the rest,Soft-goal
592,"i want to be able to import data in excel ,",Capability
593,i want to have links to my disparate class websites ( including piazza and edx ) collected in one place,Capability
594,student organizations can find me based on my interests,Capability
595,i want to know the information of the rider,Capability
596,"i want to view all classes in a pending state ,",Capability
597,i can focus on what is most relevant ( finding a job ),Soft-goal
598,i want to use the application on my smartphone,Hard-goal
599,i can decide if i want to attend any,Capability
600,"i want to get a data package into node ,",Capability
601,"i want to track the issues that come up in tech thursday ,",Capability
602,i can use the best tool for the job,Soft-goal
603,"i want to gather data about who is using the car pooling service , how , how many times for further analysis",Task
604,"i want to have a flexible api using hasc codes for countries , regions and cities ,",Soft-goal
605,i want to have my validations run in a reasonable amount of time,Capability
606,i can grant the request to the applicant to begin work,Capability
607,i would like to see financial information that is relevant to me ( do not show financial aid info ),Capability
608,"i want the duns validations to accept records whose actiondates are before the current registration date in sam , but after the initial registration date",Capability
609,i can investigate issues,Task
610,i am up to day without having to visit the site,Soft-goal
611,my ad remains active,Capability
612,i can fix my submission,Capability
613,i can associate it to the child parcel and address after the condominiums are recorded in the system,Capability
614,"i want to package reproducible steps to get a certain data state ,",Capability
615,"i want to complete building development project ,",Capability
616,we can add more features and keep improving the service we provide to them,Capability
617,i am most likely to read the most important or best content,Soft-goal
618,"i want to view user documentation for the website ,",Capability
619,i can easily create a bill statement,Capability
620,i can create a new one,Capability
621,"i want to display my logo on a corporate sponsors page ,",Capability
622,"i want to create each condo unit ,",Capability
623,"i want to be notified about the results of surveys about my classes ,",Capability
624,i can ensure all pre - hearing requirements are satisfied and staff and applicant are ready for the hearing,Soft-goal
625,i can easily finish the article,Capability
626,i can integrate data - packaged data with pipelines that use eprints,Capability
627,i can read them without visiting the site,Capability
628,application can be improved or appreciated,Capability
629,articles appear only during appropriate periods,Capability
630,"i want to understand the ways in which my data is invalid ,",Soft-goal
631,"i want to process the requests for zoning information ,",Capability
632,i want to update the broker validation rule table to account for the rule updates in db-2213,Capability
633,i want to see information from callisto & the career center when thinking about getting a job,Capability
634,i want to offer the ride,Task
635,"i want to use a command line tool that allows met to validate data ,",Capability
636,excel won't strip off leading and trailing zeroes,Hard-goal
637,"i want to be able to share a view state as a url to social networks ,",Capability
638,"i want to be able to edit the data source of data i have already imported ,",Capability
639,"i do not want   dabs banner messages and vice versa ,",Capability
640,"i want to be able to check that every time i update my data it is still good ,",Capability
641,i can maximize those opportunities,Soft-goal
642,i can embed data summaries across sites,Capability
643,"i want to update the recycling center information ,",Capability
644,i want to personalize news feeds ( daily cal instead of campus news ),Capability
645,"i want to be able to dynamically request polygons based on the query made ,",Capability
646,users can preview the data and be encouraged that this is the correct data for them,Capability
647,i can provide the latest information about the recycling center,Capability
648,"i want to be able to share information about important dates , deadlines & events with my friends",Capability
649,i can fix things the original author hasn't,Capability
650,"i want to be able to block specific users based on ip address ,",Capability
651,i can pay by sms,Capability
652,"i want to be informed about campus events that are of interest to me ,",Capability
653,"i want to be emailed whenever a job is submitted ,",Capability
654,"i want to search for property information ,",Task
655,it reflects accurate information,Soft-goal
656,"i want to move on to round 2 of homepage edits ,",Capability
657,"i want to manage affidavits ,",Task
658,i can have a sense of my company's performance,Soft-goal
659,i can track and manage bonds throughout the lifecycle of the project until release,Task
660,i can validate stakeholder ui improvement requests,Capability
661,"i want to load an excel file into the site ,",Capability
662,i want to share a feedback for application,Capability
663,i want the information to be able to access the private policy rules of the car pooling systems,Capability
664,i want to have all of my financial information in one place,Capability
665,the riders confirm firmly their seat,Capability
666,i can integrate data - packaged data with pipelines that use dat,Capability
667,i don't have a registration block or pay late fees,Hard-goal
668,i can troubleshoot issues with particular submissions and functions,Task
669,"i want to get a data package into c++ in seconds ,",Capability
670,"i want a tool to create an embeddable data summary via iframe ,",Capability
671,i can go from a to b,Hard-goal
672,"i want to update any course or event ,",Capability
673,"i want to be able to use metadata to get results from multiple datasets ,",Capability
674,"i want to be able to extend an ad for another 30 days by visiting the site and updating the posting ,",Capability
675,"i want to add type information to my data ,",Capability
676,i want to subscribe to any drivers or groups,Capability
677,i can know the time of leaving,Hard-goal
678,"i want an app that create proxy data packages for well know and reliable data , sources ,",Capability
679,i can output cleaned data packages,Capability
680,i can get a temporary password in case i forget my own one,Capability
681,"i want to prevent users from double publishing fabs submissions after refreshing ,",Capability
682,i want to be able to select the payment desiderata,Capability
683,i'm not confused about who last updated a submission,Soft-goal
684,i want to use gps positioning to get an instance transport offer,Capability
685,only trainers see it,Soft-goal
686,i can choose the best course for me,Capability
687,i can see the new files as they come in,Capability
688,"i want to get a data package into julia in seconds ,",Capability
689,my dataset is more readable,Soft-goal
690,"i want to add a doi to a dataset ,",Capability
691,"i want to click on the address ,",Capability
692,anyone can unsubscribe from the service,Capability
693,"i want to reply to user questions ,",Capability
694,"i want the historical fabs loader to derive fields ,",Capability
695,i can view in real - time how many users have visited my recycling center information and their recyclable waste,Capability
696,openspending always shows current data,Capability
697,"i want to read current news on the home page ,",Capability
698,i can provide my analysis and show my work to users of the data,Task
699,i am up on all the latest happenings,Soft-goal
700,i can complete my required review of a plan set and/or application,Task
701,"i'd like to see events and Capability for a month at a time ,",Capability
702,the riders can apply for the ride with full knowledge of the conditions,Capability
703,"i want to get a data package into libreoffice / openoffice in seconds ,",Capability
704,"i want to view a dashboard that monitors all the sites' statuses ,",Capability
705,"i want to pay fee ,",Task
706,"i want to perform a staff review ,",Task
707,i can build user experiences based on more than one dataset more easily,Soft-goal
708,i know i am in the right place,Soft-goal
709,"i want to fill out an application to become a certified scrum practitioner ,",Capability
710,i can offer functionality based on platform administration privileges,Task
711,i can present the application to the appropriate governing body within the timelines dictated by the relevant county rules and procedures,Task
712,"i want to submit my data elements surrounded by quotation marks ,",Capability
713,"i want to be emailed a reminder seven day before an ad is about to expire ,",Capability
714,i want to add useful metadata or add in new data columns to make the dataset more useful,Capability
715,i can submit my financial assistance data,Capability
716,"i want to search for profiles based on a few fields ,",Capability
717,prospective attendees can find my courses,Capability
718,"i want to send or post citations and fines ,",Capability
719,"i want to use bootstrap in the process of developing ,",Capability
720,i need to be oriented to the campus and the various online services,Soft-goal
721,i want to create an unsubscription call flow for users,Capability
722,"i want to mark my email address as private even if the rest of my profile is not ,",Capability
723,i can save money,Hard-goal
724,"i want to do exploratory data analysis in r and operationalize that analysis in python ,",Capability
725,i want to get feedback when i enter an invalid zip code,Capability
726,"i want to add an article to the site ,",Capability
727,i know the potential timeline of the ui improvements wanted,Soft-goal
728,i work with datasets in reference to their contextual constraints,Soft-goal
729,i can give them additional exposure,Soft-goal
730,i can integrate data - packaged data with pipelines that use hdf5,Capability
731,i want to be able to keep track of which emails are important to come back to,Capability
732,i can prioritize,Task
733,"i want to track the draft proffers ,",Capability
734,i can see only what is relevant or meaningful to me,Soft-goal
735,articles are published on and through appropriate dates,Capability
736,there is a benefit to being a member,Soft-goal
737,"i can review them for compliance and either approve , or fail or deny the plans and record any conditions , clearances , or corrections needed from the applicant",Capability
738,"i want to publish data packages to ckan ,",Capability
739,i can allow progression through the workflow or other actions in the system now that the issue has been resolved,Capability
740,"i want to review plans ,",Capability
741,i know what to test and what want s to be fixed,Soft-goal
742,it's no longer listed if i cancel for some reason,Capability
743,i can know for sure my waste is not going to leave a negative ecological footprint,Hard-goal
744,i want historical fpds data loaded,Capability
745,i have a reason to use the website,Soft-goal
746,"i want to be able to indicate whether an article is publicly available or for members only ,",Capability
747,i want to send the request for the ride,Capability
748,"i want to be able to browse through the list of facolities and see which ones are environment - friendly ,",Capability
749,i can fulfill a request,Capability
750,i can see it easily,Capability
751,such can be shared more easily and contribute to a visualisation gallery,Soft-goal
752,the rider knows about it and can search for another possibility,Task
753,"i want more help knowing who to turn to when i have a problem , and be encouraged to do so",Capability
754,i can approve any that need to be approved,Capability
755,i can build alternative displays of the data,Capability
756,"i want to add donation centers as favorites on my profile ,",Capability
757,"i can obtain publicly available information concerning properties , county services , processes and other general information",Capability
758,"i want to be able to communicate directly with the site admin and convey any issues or concerns i have ,",Hard-goal
759,my departure place is specified by default,Capability
760,"i want to be able to read some of your articles ,",Capability
761,"i want to be able to anonymously view public information ,",Capability
762,we can work efficiently on a group project,Soft-goal
763,"i want to have pretty good control over how the article ,",Soft-goal
764,i can have appropriate context for understanding them,Soft-goal
765,i come back more often,Soft-goal
766,i want to pay by credit card,Capability
767,i want to see the top destination,Capability
768,"i want to attend some ui / ux lessons ,",Capability
769,the data quality and completeness improves,Hard-goal
770,"i want to subscribe to an rss feed of jobs available ,",Capability
771,it's there for visitors,Capability
772,"i want to manage approved proffers ,",Task
773,i want to prevent duplicate transactions from being published and deal with the time gap between validation and the publishing decision,Capability
774,"i want to be able to get a relative percentage of a measure to the total of the dataset it comes from ,",Capability
775,i want to see the map of the destination,Capability
776,i want to be able to filter my email,Capability
777,i have the appropriate information for my application,Soft-goal
778,i want to make sure i don't miss any deadlines,Soft-goal
779,it takes me to a new tab with google maps,Capability
780,"i want to know if my csv file is valid ,",Capability
781,"i want to make it easy to assess the quality of data stored by the government ,",Soft-goal
782,"i want to be able to filter , sort and aggregate data by multiple dimensions and measures ,",Capability
783,i want to select the ride characteristics,Capability
784,i want to determine how agencies will generate and validate d files from fabs and fpds data,Task
785,i want my Capability to disappear ( from the a&t graphic ) after i've completed them,Capability
786,"i want to be able to delete any dataset published ,",Capability
787,"i want   to help create content mockups ,",Capability
788,"i want to be able to have stepped zoom on map visualisations ,",Capability
789,i can capture my response to the request in the system and also send a communication from the system to the applicant,Capability
790,i want to ensure that fabs is deriving fields properly through a robust test file plus a follow up check,Capability
791,"i want to be able to understand if a user is a publisher ,",Soft-goal
