,UserStory,Label
571,i can integrate data - packaged data with pipelines that use feather,Capability
572,i can receive notifications for new events as they are posted,Capability
573,"i want to stop publishing jobs on the site 30 days after being posted ,",Capability
574,i don't get lost navigating,Soft-goal
575,"i want to fill out an application to become a certified scrum trainer ,",Capability
576,"i want to have a view on all datasets published by all users ,",Capability
577,"i want to issue a notice of violation ,",Capability
578,i can customize the visualisations,Capability
579,"i want an eprints integration ,",Capability
580,"i want to review plans ,",Capability
581,"i want to be able to share an image of a particular view state to the social networks that support this ,",Capability
582,i can feel trust in the validity and usefulness of the data,Soft-goal
583,i want to share a feedback for application,Capability
584,"i want an microsoft power bi integration ,",Capability
585,we can work together,Soft-goal
586,"i want an elasticsearch integration ,",Capability
587,"i want to be able to persistently store visualisation state in the database ,",Capability
588,i can fix things the original author hasn't,Capability
589,i can add data to the datastore in bulk from the command line or my own programs,Capability
590,it is more useful to others and can be used better with tools like visualization programs,Soft-goal
591,i can correct problems for members,Hard-goal
592,i need to figure out what email is important to me ( one suggestion : good subject lines ),Capability
593,i want to rate a rider and share comments,Capability
594,"i want to specify the funding that contributed to the creation of a given dataset ,",Capability
595,"i want to be able to share information about important dates , deadlines & events with my friends",Capability
596,"i want to be able to have a dashboard that shows usage stats and locations ,",Capability
597,i can use this in scenarios that might enable comparison by normalisation,Capability
598,i can use it to clean messy data,Soft-goal
599,i can find guidance in creating my own with open spending,Capability
600,"i want to have a view on all the datasets i have published ,",Capability
601,i can upload or delete stuff step by step,Capability
602,i can easily design my website,Task
603,i can create my own profile,Capability
604,others can learn about me and decide if i am the right trainer for them,Soft-goal
605,i want to add useful metadata or add in new data columns to make the dataset more useful,Capability
606,i can know the time of leaving,Hard-goal
607,i can fix my mistakes or have a dataset primarily for my own use,Capability
608,openspending always shows current data,Capability
609,"i want to copy one of my courses or events ,",Capability
610,i can save money,Hard-goal
611,"i want to be able to filter notifications , filter out or flag items ( university - wide items from instructor items ) ,",Capability
612,"i want to click the link from the article teaser to take me directly to the body of the article not to another teaser setup ,",Capability
613,"i want to search for property information ,",Task
614,i can benefit from the wide array of tools available for data packages,Soft-goal
615,i want to provide fabs groups that function under the frec paradigm,Capability
616,i can avoid any miscommunication with users,Soft-goal
617,"i can deal with takedown requests , or clean up test datasets",Capability
618,"i want to process the requests for zoning information ,",Capability
619,"i want to see a list of all upcoming events ,",Capability
620,"i want to be able to manage / integrate my personal budget ,",Task
621,i want to determine how agencies will generate and validate d files from fabs and fpds data,Task
622,"i want to be able to import data from a google spreadsheet ,",Capability
623,"i want to see new content when i come to the site ,",Capability
624,"i want to complete building development project ,",Capability
625,i have the appropriate information for my application,Soft-goal
626,i can integrate data - packaged data with pipelines that use hdf5,Capability
627,i can better manage submissions and ig requests,Task
628,"i want to get my excel spreadsheet into a data package ,",Capability
629,"i want to be able to add or remove recycling facilities' information ,",Capability
630,the other interested rider could see it,Capability
631,"funding agencies can identify the funding , source for a given dataset",Capability
632,"i can access , analyze and/or export the needed information in the format i requested",Capability
633,"i want to be able to block specific users based on ip address ,",Capability
634,i can ensure that i am reviewing the permit / application to the most current data and appropriate standards,Hard-goal
635,"i'd like to see events and Capability for a month at a time ,",Capability
636,"i want to see the upcoming courses are what i want visitors to notice ,",Capability
637,i can showcase my experience,Task
638,"i want to be able to get a set of monetary measures transferred to different currencies ,",Capability
639,i want new relic to provide useful data across all applications,Soft-goal
640,"i want more help knowing who to turn to when i have a problem , and be encouraged to do so",Capability
641,"i want to edit the content of the email automatically sent to new certified scrum masters and product owners ,",Capability
642,i can identify any outliers or possible problems,Capability
643,i can pay by sms,Capability
644,i can get where i need to be on time,Hard-goal
645,"i want the publish button in fabs to deactivate after i click it while the derivations are happening ,",Capability
646,"i want to email news items to the editor ,",Capability
647,"i want d files generation requests to be managed and cached ,",Task
648,i want to move people in a trainer's class from a pending state to the registry once i have received proof of payment from the trainer,Capability
649,"i can provide my information , plans and/or documents to initiate a transaction with the county",Capability
650,"i want to create a customer portal user account ,",Capability
651,"i want to manage bonds ,",Task
652,"i want to create an other course or event that is not charged a listing fee ,",Capability
653,"i want to modify my application ,",Capability
654,site visitors can decide if they want to read the rest,Soft-goal
655,i want to be able to access the site and do all the other stuffs on all of my electronic devices,Task
656,"i want to view users' stats ,",Capability
657,i can ensure compliance with the requirements prior to the hearing,Soft-goal
658,"i want to specify the conditions of the ride ( price , size of bags , pets allowed or not , disposed to talk or not )",Capability
659,i want to receive notification of grades when they are posted,Capability
660,i can load all fpds data since 2007,Capability
661,"i want to reset the environment to only take staging max permissions ,",Capability
662,"i want to schedule user testing ,",Task
663,i will not suffer from identity theft or telephone harassment,Soft-goal
664,it matches the new broker design styles,Hard-goal
665,"i want to be able to change some of the styling of the embedded viewer in my own platform ,",Capability
666,i can see only what is relevant or meaningful to me,Soft-goal
667,i want the system to identify my location,Capability
668,they can be considered for publication,Hard-goal
669,"i want to do a full - text search of the faqs ,",Capability
670,i want one place to go when registering for classes ( including finding class ratings ),Capability
671,i want the riders to pay by credit card,Capability
672,"i want to get a data package into libreoffice / openoffice in seconds ,",Capability
673,i can better understand the visual logic of the map view,Soft-goal
674,"i want to be able to download a csv of the data that is used in any visualisation i am viewing ,",Capability
675,we could get along well together on the journey,Soft-goal
676,i want to connect with students who have the same major or same interests as me,Capability
677,"i want to be able to normalise measures by gini and related socioeconomic indexes ,",Capability
678,i need to be oriented to the campus and the various online services,Soft-goal
679,"i want the language on fabs pages to be appropriate for me ,",Capability
680,"i want to be able to change the display of all monetary measures across a set of currencies ,",Capability
681,"i want to have pretty good control over how the article ,",Soft-goal
682,i want to store my data quickly and easily online,Capability
683,i can share the seat to the rider,Capability
684,others know my certifications when reading,Soft-goal
685,i can use it offline,Soft-goal
686,i need to keep track of the Capability and assignments i have to do,Capability
687,"i want to be able to indicate whether an article is publicly available or for members only ,",Capability
688,i can successfully send the notice of violation document to the property owner and log information about the action,Capability
689,i can focus on what is most relevant ( finding a job ),Soft-goal
690,i want to use the schema headers in my fabs file,Capability
691,i can easily finish the article,Capability
692,i want to see information from callisto & the career center when thinking about getting a job,Capability
693,i can get validation results back in a reasonable amount of time,Capability
694,"i want to subscribe to an rss feed of articles ,",Capability
695,i can share information with other staff collaborating on the record,Capability
696,i can validate when an application is complete and eligible for further technical review,Capability
697,"i want to download presentations , pdfs , etc on scrum ,",Capability
698,i want to search for the available rides using the voice recognition,Capability
699,i want to be sent an email welcoming me to the scrum alliance and with instructions to register or activate my membership once my name has been loaded to the registry,Capability
700,"i want to be able to update my information and the type of material i accept ,",Capability
701,"i want the duns validations to accept records whose actiondates are before the current registration date in sam , but after the initial registration date",Capability
702,"i want to perform a staff review ,",Task
703,"i want to be able to have presented to me only features and content that are relevant to my status ,",Capability
704,"i want to see a trainer's rating ,",Capability
705,i know how much money i have,Capability
706,i can develop an awesome and beautiful features website,Soft-goal
707,we feel confident that my information is not shared with third parties,Soft-goal
708,i can learn that quickly,Task
709,i'm not confused about who last updated a submission,Soft-goal
710,i'd like to connect with alumni that have gone into my field,Capability
711,others can learn about me,Soft-goal
712,"i want to download the uploaded fabs file ,",Capability
713,i want to receive a more helpful file - level error when i upload a file with the wrong extension,Capability
714,i can understand localised amounts in non - localised figures,Soft-goal
715,during discovery i don't miss anything,Soft-goal
716,"i want to determine the best way to load historical fpds data ,",Capability
717,"i want to subscribe to an rss feed of upcoming courses and events ,",Capability
718,"i want a mongo integration ,",Capability
719,"i want to be able to edit the data source of data i have already imported ,",Capability
720,"i want to see scholarship information that is relevant to my status ,",Capability
721,i can store my data in plaintext while still retaining its metadata,Capability
722,i can embed data summaries across sites,Capability
723,i want to be able to view a map display of the special waste drop off sites around my area,Capability
724,"i want to access old news that is no longer on the home page ,",Capability
725,support gets fewer easily answered questions,Soft-goal
726,i can learn without first joining the site,Task
727,"i want to be informed about campus events that are of interest to me ,",Capability
728,i want to create an unsubscription call flow for users,Capability
729,i can use it flexibly,Soft-goal
730,"i want to be able to share a view state as a url to social networks ,",Capability
731,i can fulfill a request,Capability
732,i can provide richer context in those communication channels for data i am sharing,Soft-goal
733,i can claim that we are living up to our transparency commitments,Capability
734,i need to schedule meetings with other students,Task
735,i can cancel a drive,Capability
736,they are aware of their contributions to making broker a better ux,Soft-goal
737,i could be the driver or rider,Hard-goal
738,i am most likely to read the most important or best content,Soft-goal
739,"i want a dat integration ,",Capability
740,"i want to request preapplication assistance ,",Capability
741,i want to search for a ride,Task
742,i can benefit from better tooling and standardization,Soft-goal
743,i'm not confused with the amounts,Soft-goal
744,articles are visually appealing,Capability
745,"i want to send an email to any member via a form ,",Capability
746,"i want to design a schedule from the ui sme ,",Task
747,i want fpds data to be up - to - date daily,Capability
748,"i want to be able to receive tempting rewards ,",Capability
749,the riders can apply for the ride with full knowledge of the conditions,Capability
750,we have flexibility on what to charge in the future,Soft-goal
751,i need to collaboratively create documents with other students,Capability
752,i'd like to see my cal1card balance,Capability
753,"i want to be able to get a csv output of any cube - based query ,",Capability
754,"i want to have updated error codes that accurately reflect the logic and provide enough information ,",Capability
755,"i want to handle all users' activities ,",Task
756,"i want to load an excel file into the site ,",Capability
757,i can maximize those opportunities,Soft-goal
758,"i want to have a prominent area on the home page where i can put special announcements not necessarily news or articles ,",Capability
759,it takes me to a new tab with google maps,Capability
760,"i want to access an api from the website ,",Capability
761,i can be as efficient as possible both in task - entering and managing my time,Soft-goal
762,"i want to be emailed whenever a job is submitted ,",Capability
763,"i want an online service that is connected to my data repository that validates data on update ,",Capability
764,i can ensure all pre - hearing requirements are satisfied and staff and applicant are ready for the hearing,Soft-goal
765,employers or others can verify my certification,Soft-goal
766,"i want to report to the agencies about user testing ,",Capability
767,"i want to view the profiles of other members ,",Capability
768,"i can review them for compliance and either approve , or fail or deny the plans and record any conditions , clearances , or corrections needed from the applicant",Capability
769,i want to specify the major places where i pass by,Capability
770,i want to clarify to users what exactly is triggering the cfda error code in each case,Capability
771,owners are paired with data packagers,Capability
772,i can choose the one i prefer,Capability
773,"i want to turn a course into an event or an event into a course ,",Capability
774,"i want to get a data package into spss in seconds ,",Capability
775,"i want to have the packager support constants ,",Capability
776,"i want to manage affidavits ,",Task
777,"i want to be able to communicate directly with facilities ,",Capability
778,"i want additional helpful info in the submission dashboard ,",Capability
779,"i can ensure all plan review tasks are completed , results have been sent to the applicant and any downstream steps are initiated such has a final review or payment for permit issuance",Hard-goal
780,"i would like to package ml datasets as data packages ,",Capability
781,my time isn't consumed with managing emails,Soft-goal
782,"i want to move on to round 2 of homepage edits ,",Capability
783,i would like to be able to easily ascertain what an email is about ( good subject line & table of contents ),Capability
784,it's there for visitors,Capability
785,"i want to see the results for each trainer and averages for the class ,",Capability
786,"i want to be able to customize features and content ,",Capability
787,"i want to get quick notifications ,",Capability
788,i can accommodate different types of content,Task
789,i can increase information accuracy,Soft-goal
790,i can improve the map - based visualisations of my data,Hard-goal
791,"i want to be able to check that every time i update my data it is still good ,",Capability
