,UserStory,Label
566,my dataset is more readable,Soft-goal
567,i can correct problems for members,Hard-goal
568,i can associate it to the child parcel and address after the condominiums are recorded in the system,Capability
569,i can pay by sms,Capability
570,"i can obtain all associated current and historic owners , permits , and applications",Capability
571,"i want to write an article for the site with a small graphic shown with the article showing my csp or cst status ,",Capability
572,i can ensure all pre - hearing requirements are satisfied in time for the hearing,Soft-goal
573,i can ensure that i am reviewing the permit / application to the most current data and appropriate standards,Hard-goal
574,i can load high quality data using data package tooling,Capability
575,"i want a portable , accessible way to keep track of what i need to do",Soft-goal
576,"i want additional helpful info in the submission dashboard ,",Capability
577,i want the historical fpds data loader to include both extracted historical data and fpds feed data,Capability
578,i want to be planning my schedule all semester,Task
579,we're sure of the quality of jobs being listed,Soft-goal
580,"i want to know if my csv file is valid ,",Capability
581,"i want to have all data encrypted ,",Capability
582,i can know what ui improvements we will follow through on,Soft-goal
583,duplicate requests do not cause performance issues,Capability
584,i can track hearing - related activities and due dates,Capability
585,i can review the for compliance and subsequently approved or denied,Capability
586,i want one source to go to to see all my assignments,Capability
587,i could be the driver or rider,Hard-goal
588,i can customize the visualisations,Capability
589,"i want to gather data about who is using the car pooling service , how , how many times for further analysis",Task
590,i want new relic to provide useful data across all applications,Soft-goal
591,"i want to view all classes in a pending state ,",Capability
592,i can access to the history of rides i gave,Capability
593,"i can record work in process , outcome , and location - based information related to the plan(s )",Capability
594,it takes me to a new tab with google maps,Capability
595,i need to collaboratively create documents with other students,Capability
596,i can go from a to b,Hard-goal
597,i can create my own profile,Capability
598,"i want to be able to read some of your articles ,",Capability
599,"i want to process the appeals ,",Capability
600,prospective attendees can find my courses,Capability
601,i want the flexfields in my submission file to appear in the warning and error files when the only error is a missing required element,Capability
602,i can build alternative displays of the data,Capability
603,"i want to be able to import data from a google spreadsheet ,",Capability
604,"i want to customize an existing wizard for my specific type of data ,",Capability
605,i can catch errors early and store reliable data,Capability
606,"i want to have a flexible pick up time ,",Soft-goal
607,"i want to be able to change the display of all monetary measures across a set of currencies ,",Capability
608,i can successfully update the transactional parcel pin to reference the gis layer where the split or merged parcel pin exists,Capability
609,"i want to be able to normalise measures by geographical area ,",Capability
610,i want to update the fabs sample file to remove fundingagencycode after fabs is updated to no longer require the header,Capability
611,my cst status is active,Capability
612,i can cite it in papers stored with the data,Capability
613,"i want to embed a preview button on my site ,",Capability
614,i can cancel a drive,Capability
615,i can get a temporary password in case i forget my own one,Capability
616,i can easily create a bill statement,Capability
617,i want the application to automatically suggest the similar macth with other riders,Capability
618,"i want to be able to get the hours of each recycling facility ,",Capability
619,"i want to be able to have a dashboard that shows usage stats and locations ,",Capability
620,i want to assign role to myself,Capability
621,i want the maximum length allowed for legalentityaddressline3 to match schema,Capability
622,"i want to edit and delete help wanted ads ,",Capability
623,"i want a dat integration ,",Capability
624,"i want to be able to add or remove recycling facilities' information ,",Capability
625,"i can ensure all plan review tasks are completed , results have been sent to the applicant and any downstream steps are initiated such has a final review or payment for permit issuance",Hard-goal
626,"i want to delete one of my courses or events ,",Capability
627,i can build user experiences based on more than one dataset more easily,Soft-goal
628,i know the potential scope of the ui improvements want ed,Soft-goal
629,they are aware of their contributions to making broker a better ux,Soft-goal
630,"i want to be able to manage / integrate my personal budget ,",Task
631,i need to schedule meetings with other students,Task
632,i can save money,Hard-goal
633,"i want to design a database that will contain the information coming from voice , sms and an android application to propose and book rides",Task
634,"i want to move on to round 2 of the help page edits ,",Capability
635,i want to store my data quickly and easily online,Capability
636,important information will not be stolen during a server breach or an attack,Soft-goal
637,i can identify the neighbourhoods with the largest number of drop - offs and to try getting more facilities involved,Capability
638,i want to pay for the car pooling service in function of the country he is travelling in,Hard-goal
639,i want to know or view the driver's profile as well as the other rider's,Capability
640,i want fpds data to be up - to - date daily,Capability
641,i can complete my required review of a plan set and/or application,Task
642,i am up to day without having to visit the site,Soft-goal
643,"i want to be able to use data to get results from multiple datasets ,",Capability
644,"i want to use a command line tool that allows met to validate data ,",Capability
645,"i want to be able to get bordering regions|cities when i query a region|city ,",Capability
646,i can validate my data upon ingest to the service,Capability
647,"i want to be able to download an image ofa particular view state ,",Capability
648,i can integrate data - packaged data with pipelines that use hdf5,Capability
649,"i want to show my rating up on my profile page ,",Capability
650,i can prevent spamming on the websites,Capability
651,i can get more granular views on the data,Capability
652,i want to propose a ride,Hard-goal
653,"i want to get quick notifications ,",Capability
654,fees can be set without involving a programmer,Capability
655,i want to ensure that deleted fsrs records are not included in submissions,Capability
656,i want to have a secured way of payment,Capability
657,"i want to use bootstrap in the process of developing ,",Capability
658,i can access things i remember from the past or that others mention to me,Capability
659,"i want to research requirements and to select a service ,",Task
660,i can use it flexibly,Soft-goal
661,i'm not confused with the amounts,Soft-goal
662,i can remove things that will no longer occur,Capability
663,i can perform management actions on any dataset,Task
664,i can increase information accuracy,Soft-goal
665,i can use data packages in workflows that involve ms - sql,Capability
666,i get a data api and my dataset is listed in a relevant catalog,Capability
667,support gets fewer easily answered questions,Soft-goal
668,"i want to have my dataset update automatically as the source file / files changes ,",Capability
669,i want to receive a more helpful file - level error when i upload a file with the wrong extension,Capability
670,i want to know which ride is the nearest ride,Capability
671,i can successfully send the notice of violation document to the property owner and log information about the action,Capability
672,"i want to be able to indicate whether an article is publicly available or for members only ,",Capability
673,"i want to develop a staff report ,",Task
674,i can view dabs pages without wanting two sets of permissions,Capability
675,"i want to leave off the last 4 digits of the zip without an error ,",Capability
676,the other riders can see my opinion,Capability
677,"i want to add donation centers as favorites on my profile ,",Capability
678,i know what to test and what want s to be fixed,Soft-goal
679,"i want to set the listing fee per other course or event ,",Capability
680,i can relate to as the central hub of fiscal openness,Soft-goal
681,i can validate customer compliance with code and regulations and provide results of the inspection to the customer,Capability
682,i can get the uploaded file,Capability
683,"i want to have a great ui and ux from the sites ,",Soft-goal
684,"i want a landing page to navigate to either fabs or dabs pages ,",Capability
685,"i want to be able to check transaction history and keep a record of it ,",Capability
686,i can have a sense of my company's performance,Soft-goal
687,i need to filter out email that isn't important to me,Capability
688,"i can easily see the most relevant , important items",Soft-goal
689,others can use that information,Soft-goal
690,"i want to be able to import data in json ,",Capability
691,i want to be great when i access the car pooling service,Soft-goal
692,i can earn that designation,Soft-goal
693,"i do not want   dabs banner messages and vice versa ,",Capability
694,"i want to get a data package into excel in seconds ,",Capability
695,"i want to view lists on the site of all certified scrum masters , practitioners , trainers , and certified scrum product owners",Capability
696,"i want to be able to translate my eml dataset to a data package ,",Capability
697,"i want to move on to round 2 of dabs or fabs landing page edits ,",Capability
698,i can satisfy outstanding charge associated with the service requested or received from the county,Soft-goal
699,"i want to be able to understand if a user is a publisher ,",Soft-goal
700,i can visualise budget data on maps,Capability
701,"i want to view user documentation for the website ,",Capability
702,i can easily use data packages with additional data analysis tools,Soft-goal
703,i have visibility,Soft-goal
704,i can start using the data for doing analysis and visualizations,Task
705,i want to contact a possible driver directly though the carpooling system using sms or calling the driver,Task
706,we can work together,Soft-goal
707,"i can understand where the provisioning of my service is in the process , such as information related to service levels , fees , plan review , permit , or inspection results",Soft-goal
708,i can fix possible data issues before publishing it on open spending,Capability
709,i want to make sure i don't miss any deadlines,Soft-goal
710,i can offer the seat,Task
711,i can give the testers advanced notice to ensure buy - in,Capability
712,i can bring the required parties together at a specific date / time to address an issue,Capability
713,"i want to have a functioning python client ,",Capability
714,i can view them later,Capability
715,i can satisfy communication and records responsibilities,Soft-goal
716,i can teach csm and cspo courses and certify others,Task
717,"i want to have a flexible api using hasc codes for countries , regions and cities ,",Soft-goal
718,site visitors can see it,Capability
719,"i want to see the results for each trainer and averages for the class ,",Capability
720,i can plan ahead,Task
721,i can maintain accurate ordinance information in the system,Task
722,"i want   to help create content mockups ,",Capability
723,i will not suffer from identity theft or telephone harassment,Soft-goal
724,"i want to design an audit from the ui sme ,",Task
725,i want more transparency and communications about getting into a class & wait list rules and processing,Soft-goal
726,i can listen to it again,Capability
727,openspending always shows current data,Capability
728,"i want to be able to filter , sort and aggregate data by multiple dimensions and measures ,",Capability
729,i can meet with the plan review staff regarding the plan review,Capability
730,i want to have personalized financial data,Capability
731,i want to login,Task
732,there are no duplicates,Hard-goal
733,"i want to move on to round 2 of homepage edits ,",Capability
734,i can prevent progression through the workflow or other actions in the system until the issue is resolved,Capability
735,i can quickly find what i am looking for,Soft-goal
736,"i want to conduct and track plan amendments and planning studies ,",Task
737,i want more information about how many rows will be published prior to deciding whether to publish,Soft-goal
738,"i want to manage inspector workload ,",Task
739,"i want to see a list of all upcoming events ,",Capability
740,i want to feel connected to the campus,Soft-goal
741,"i could view the latest information concerning the driver , destination , time , available seats",Capability
742,i can finish articles that appeal to me,Capability
743,i can be an efficient and effective student at berkeley,Soft-goal
744,i can feel trust in the validity and usefulness of the data quickly and in the context of my command line workflow,Soft-goal
745,"i want to include additional details in my profile page about me ,",Capability
746,"i want to set the following dates on a news item : start publishing date , old news date , stop publishing date ,",Capability
747,i can accept / refuse as soon as possible,Capability
748,i can fulfill a request,Capability
749,"i want to onboard recycling centers on the platform ,",Capability
750,i know i am in the right place,Soft-goal
751,i can be sure that column of my dataset are valid against a single shard list of terms,Soft-goal
752,i can get validation results back in a reasonable amount of time,Capability
753,i can get recommendations for recycling centers that best fit my availability,Capability
754,i want to be able to access the site and do all the other stuffs on all of my electronic devices,Task
755,"i want to join the scrum alliance by paying a corporate membership fee ,",Capability
756,"i would like to package ml datasets as data packages ,",Capability
757,i want to rate a driver and share comments,Capability
758,"i want to view all available activity fees online ,",Capability
759,"i want to read faqs ,",Capability
760,"i want to be able to normalise measures by population ,",Capability
761,i can be as efficient as possible both in task - entering and managing my time,Soft-goal
762,i can use work with tools that read csv,Capability
763,"i want to request inspection ,",Capability
764,i don't want to see nasa grants displayed as contracts,Capability
765,i know when the submission starts and ends,Capability
766,"i want a tool that can generate basic statistics about a dataset ,",Capability
767,the riders can apply for the ride with full knowledge of the conditions,Capability
768,the driver knows about it,Soft-goal
769,"i want to manage bonds ,",Task
770,i want to access the raw agency published files from fabs via usaspending,Capability
771,"i want to view a section of the website that teaches me the basics of what scrum is ,",Capability
772,i can be guided through the neighbourhood,Soft-goal
773,i can complete my submissions,Capability
774,i'd like to see how much i owe on my ucb bill,Capability
775,i can know how to fix it,Soft-goal
776,i can apply for one of her / his rides on trust,Capability
777,"i want to view all locations of recycling centers on a map ,",Capability
778,i can validate compliance of an application with the zoning ordinance and impact approval / denial of the application accordingly,Capability
779,i can satisfy an applicant's request for service that has proven to be eligible and in compliance with the zoning ordinance,Capability
780,the payment by sms has been performed,Capability
781,"i want to pay an annual fee ,",Task
782,i need one place to look for all my campus announcements / notifications to make sure i don't miss any,Capability
783,others can learn about me and decide if i am the right trainer for them,Soft-goal
784,i can get quick answers,Capability
785,"i need to be notified when geospatial attributes change ,",Capability
786,"i want to be assured that no one can submit the same answers multiple time and skew my results ,",Capability
787,i can justify padding,Task
788,no one can learn things about me i don't want shared,Soft-goal
789,"i want to be charged a fee once i am approved for practitioner status ,",Capability
790,"i want to add reference data on inflation to my spending dataset ,",Capability
791,"i want to resubmit plans ,",Capability
